-3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 -3.0577e-06 
-2.10047e-06 -2.10047e-06 -2.10047e-06 -2.10047e-06 -2.10047e-06 -2.10046e-06 -2.10047e-06 -2.10046e-06 -2.10047e-06 -2.10046e-06 -2.10047e-06 -2.10047e-06 -2.10047e-06 -2.10047e-06 -2.10047e-06 
-1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 -1.43544e-06 
-9.75878e-07 -9.75878e-07 -9.75879e-07 -9.75878e-07 -9.7588e-07 -9.75877e-07 -9.7588e-07 -9.75877e-07 -9.7588e-07 -9.75877e-07 -9.7588e-07 -9.75878e-07 -9.75879e-07 -9.75878e-07 -9.75878e-07 
-6.60002e-07 -6.60002e-07 -6.60001e-07 -6.60002e-07 -6.60001e-07 -6.60003e-07 -6.60001e-07 -6.60003e-07 -6.60001e-07 -6.60003e-07 -6.60001e-07 -6.60002e-07 -6.60001e-07 -6.60002e-07 -6.60002e-07 
-4.44043e-07 -4.44043e-07 -4.44043e-07 -4.44042e-07 -4.44043e-07 -4.44042e-07 -4.44044e-07 -4.44042e-07 -4.44044e-07 -4.44042e-07 -4.44043e-07 -4.44042e-07 -4.44043e-07 -4.44043e-07 -4.44043e-07 
-2.97182e-07 -2.97182e-07 -2.97182e-07 -2.97182e-07 -2.97181e-07 -2.97182e-07 -2.97181e-07 -2.97182e-07 -2.97181e-07 -2.97182e-07 -2.97181e-07 -2.97182e-07 -2.97182e-07 -2.97182e-07 -2.97182e-07 
-1.97838e-07 -1.97838e-07 -1.97838e-07 -1.97838e-07 -1.97838e-07 -1.97838e-07 -1.97839e-07 -1.97838e-07 -1.97839e-07 -1.97838e-07 -1.97838e-07 -1.97838e-07 -1.97838e-07 -1.97838e-07 -1.97838e-07 
-1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 -1.30986e-07 
-8.62201e-08 -8.62201e-08 -8.62201e-08 -8.622e-08 -8.62202e-08 -8.62199e-08 -8.62202e-08 -8.62199e-08 -8.62202e-08 -8.62199e-08 -8.62202e-08 -8.622e-08 -8.62201e-08 -8.62201e-08 -8.62201e-08 
-5.63729e-08 -5.63729e-08 -5.63728e-08 -5.63729e-08 -5.63728e-08 -5.6373e-08 -5.63728e-08 -5.6373e-08 -5.63728e-08 -5.6373e-08 -5.63728e-08 -5.63729e-08 -5.63728e-08 -5.63729e-08 -5.63729e-08 
-3.6527e-08 -3.6527e-08 -3.65271e-08 -3.6527e-08 -3.65271e-08 -3.6527e-08 -3.65271e-08 -3.6527e-08 -3.65271e-08 -3.6527e-08 -3.65271e-08 -3.6527e-08 -3.65271e-08 -3.6527e-08 -3.6527e-08 
-2.33173e-08 -2.33173e-08 -2.33173e-08 -2.33173e-08 -2.33173e-08 -2.33174e-08 -2.33173e-08 -2.33174e-08 -2.33173e-08 -2.33174e-08 -2.33173e-08 -2.33173e-08 -2.33173e-08 -2.33173e-08 -2.33173e-08 
-1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 -1.44353e-08 
-8.27789e-09 -8.27789e-09 -8.27788e-09 -8.2779e-09 -8.27787e-09 -8.27791e-09 -8.27786e-09 -8.27791e-09 -8.27786e-09 -8.27791e-09 -8.27787e-09 -8.2779e-09 -8.27788e-09 -8.27789e-09 -8.27789e-09 
-3.69363e-09 -3.69363e-09 -3.69364e-09 -3.69362e-09 -3.69364e-09 -3.69362e-09 -3.69364e-09 -3.69362e-09 -3.69364e-09 -3.69362e-09 -3.69364e-09 -3.69362e-09 -3.69364e-09 -3.69363e-09 -3.69363e-09 
2.07102e-10 2.07102e-10 2.07106e-10 2.07098e-10 2.0711e-10 2.07095e-10 2.07112e-10 2.07093e-10 2.07112e-10 2.07095e-10 2.0711e-10 2.07098e-10 2.07106e-10 2.07102e-10 2.07102e-10 
4.20501e-09 4.20501e-09 4.20501e-09 4.20501e-09 4.205e-09 4.20501e-09 4.205e-09 4.20501e-09 4.205e-09 4.20501e-09 4.205e-09 4.20501e-09 4.20501e-09 4.20501e-09 4.20501e-09 
9.11047e-09 9.11047e-09 9.11047e-09 9.11047e-09 9.11048e-09 9.11047e-09 9.11048e-09 9.11047e-09 9.11048e-09 9.11047e-09 9.11048e-09 9.11047e-09 9.11047e-09 9.11047e-09 9.11047e-09 
1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 1.59093e-08 
